city,county,state,project,Farm,Depth,Depthcode,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe,ID,MAPPING_UN,GEOLOGY,SLOPE,ECOLOGICAL,DRAINAGE,SOIL_PH,PH_DESCRIP,SUITABILIT,SOIL_TEXTU,SOIL_CLASS,VEGETATION,DISTRIBUTI,SOIL_CLA_1,PERCENTAGE,MAJOR_CROP,Depth_2
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.10842,0.112005,1.52788,3.74512,334.664,155.075,61.1332,10.4218,1.19571,1.01713,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.4836,0.040647,0.607548,2.28538,131.99,49.8991,48.5329,11.2827,0.847874,0.446738,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.02605,0.086739,1.12129,1.65006,458.893,153.807,132.456,15.6085,1.31397,1.25705,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.02079,0.065596,0.901853,1.90973,331.767,174.785,106.856,15.8003,1.63253,1.22131,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.17235,0.11301,1.30053,5.53437,424.473,203.648,115.502,10.0657,1.07089,1.87345,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.16795,0.084224,1.34226,6.21211,315.535,91.3598,72.3485,9.91248,1.35159,1.12925,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.67691,0.07466,0.894796,3.60015,352.735,90.3495,62.2584,23.251,0.914126,0.7063,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.80316,0.046691,0.700525,7.36677,228.486,99.059,45.6499,10.0384,0.935375,0.799002,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.21722,0.09465,0.935556,4.77525,322.879,129.316,50.2905,10.2954,0.791542,1.40775,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.07202,0.079126,0.994824,6.89563,281.744,127.354,60.3727,11.3861,1.233,1.43404,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.79277,0.028423,0.313139,5.59089,226.033,48.5133,47.1633,9.80687,0.694192,0.442624,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.91003,0.023844,0.292828,2.89379,223.049,42.9049,40.1618,7.99421,0.670954,0.190621,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.3749,0.032243,0.52011,6.4784,245.467,48.7018,56.8159,9.79642,1.38898,0.293513,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.36476,0.033773,0.904885,4.54013,218.931,71.7775,46.8433,9.53288,1.23946,0.349723,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.42487,0.058751,0.879467,5.20907,107.025,41.2431,57.074,9.2077,1.07523,0.2308,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.56591,0.05069,0.674045,1.44315,342.704,54.8598,53.1781,8.04868,0.831347,1.12489,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.0883,0.051652,0.904551,3.1185,297.458,131.118,61.0385,7.98974,1.01043,1.086,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.25898,0.07695,1.00885,7.54578,298.652,94.3213,54.2312,15.3612,1.06926,0.697202,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.73971,0.04486,0.695469,2.77153,167.121,78.1415,47.8715,22.7048,0.59145,0.665919,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.98378,0.119283,1.48678,3.56257,273.794,108.559,53.9963,17.4234,1.4609,1.55715,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.101,0.073056,0.927387,4.4522,356.622,83.7306,50.6904,13.7357,1.17694,0.853073,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.4449,0.145375,1.9226,7.88233,397.697,144.015,51.584,7.47187,1.82952,0.688699,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.61739,0.067034,1.09252,3.41931,243.479,81.5119,60.294,7.64071,1.13973,0.971537,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.86549,0.059465,0.628293,2.37832,182.387,124.158,57.4501,12.4162,1.03509,0.785175,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.5254,0.02971,0.479751,2.10322,169.07,75.4125,42.6461,19.9792,1.00908,0.997511,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.09902,0.053175,0.783953,2.61437,246.753,143.489,82.2056,16.0946,1.40418,1.47645,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.0044,0.083569,1.03292,3.85524,118.769,140.285,66.3713,17.7961,1.10529,0.959066,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.96167,0.059516,1.09696,1.59535,127.045,148.943,53.058,9.51133,1.27465,0.686437,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.7774,0.045526,0.862978,6.12363,343.273,94.1331,66.2543,11.8882,0.82408,1.0048,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.99695,0.215724,2.84988,7.643,388.953,139.447,115.913,7.32562,1.26635,1.00647,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.95905,0.153198,1.89935,4.75136,543.708,98.7511,150.616,13.7045,1.08766,1.55094,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.23468,0.03214,0.666028,4.0017,232.036,85.7598,39.6242,10.0911,0.823819,0.576326,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.08345,0.048141,0.934517,2.15769,213.519,105.126,61.2352,11.4788,0.918899,0.983985,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.06561,0.025438,0.552019,3.64724,208.475,70.4615,60.044,17.5161,1.05619,0.422904,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.21022,0.036183,0.722552,4.11885,203.176,76.5617,61.5628,14.9318,1.2287,1.13472,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.07627,0.048624,0.909848,3.10864,285.237,137.452,62.472,14.4188,1.18172,0.723282,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.00152,0.03017,0.476799,4.80077,231.241,50.2564,57.9504,7.2926,0.85226,0.182323,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.19244,0.054949,1.14383,2.72681,329.304,100.011,76.0683,10.0279,1.11758,0.932211,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.59878,0.020818,0.339067,5.54678,175.645,44.6966,49.1371,11.9887,0.763482,0.292191,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.98119,0.035379,0.525263,3.09441,222.6,106.466,49.9741,11.6735,0.862099,0.507755,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.10448,0.024432,0.507286,2.86176,255.864,76.964,58.8669,18.4758,1.21569,0.352721,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.86109,0.048001,0.922467,2.73398,194.41,127.493,57.0973,22.3222,1.23966,0.788281,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Mashegu,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.0182,0.036917,0.556375,10.3738,193.046,101.206,61.001,10.2664,1.24548,0.65021,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Lavun,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.77367,0.040833,0.655822,4.73896,206.208,63.4386,61.248,9.64151,1.44529,0.832557,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Lavun,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.04669,0.038543,0.818396,5.91531,409.734,77.763,65.2675,15.9973,0.961048,1.06284,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Lavun,Niger State,OCP fertilizer,Has,0-20 cm,"1",5.80071,0.034629,0.590588,6.00375,214.037,71.1018,61.2358,13.6056,1.00281,0.591252,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Lavun,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.02984,0.036374,0.598467,6.31138,230.883,71.2882,58.1303,21.0171,1.05,0.686185,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
,Lavun,Niger State,OCP fertilizer,Has,0-20 cm,"1",6.31483,0.032223,0.480319,3.2308,325.881,41.2361,47.2846,11.3586,1.16445,0.322173,0,0,"251",15d,"Sandstones, Mudstones and Shales",0 - 6%,Savannah Soils,Poorly Drained,6.6 - 7.3,Slightly acidic to Neutral,Fairly Higly Suitable with few physical limitation,Sandy Clay,Lithic Dystropept,Open Savanna woodland,"33,720.12",Dystric Cambisol,"3.65","Vegetables,Sorghum,Yam,Maize,Rice,Cow Pea, Millet,Cotton,  Banana","Deep, Mostly Deep"
