,index,state,temperature,mean_humidity,mean_rainfall,pH,N,OC,P,K,Na,MAJOR_CROP,avg_depth
11515,11515,11,27.52,54.909000000000006,13.797,6.86719,0.075704,0.582589,6.69673,109.92,13.8843,1,30.0
11516,11516,11,27.52,54.909000000000006,13.797,6.86719,0.075704,0.582589,6.69673,109.92,13.8843,6,30.0
11517,11517,11,27.52,54.909000000000006,13.797,6.86719,0.075704,0.582589,6.69673,109.92,13.8843,13,30.0
11518,11518,11,27.52,54.909000000000006,13.797,6.86719,0.075704,0.582589,6.69673,109.92,13.8843,12,30.0
11519,11519,11,27.52,54.909000000000006,13.797,6.86719,0.075704,0.582589,6.69673,109.92,13.8843,4,30.0
11520,11520,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,2,30.0
11521,11521,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,11,30.0
11522,11522,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,1,30.0
11523,11523,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,6,30.0
11524,11524,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,13,30.0
11525,11525,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,12,30.0
11526,11526,11,27.52,54.909000000000006,13.797,6.61805,0.070342,0.592487,7.44672,152.639,22.5902,4,30.0
11527,11527,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,2,30.0
11528,11528,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,11,30.0
11529,11529,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,1,30.0
11530,11530,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,6,30.0
11531,11531,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,13,30.0
11532,11532,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,12,30.0
11533,11533,11,27.52,54.909000000000006,13.797,5.9118,0.09439,1.0522,8.87888,98.3977,10.8232,4,30.0
11534,11534,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,2,30.0
11535,11535,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,11,30.0
11536,11536,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,1,30.0
11537,11537,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,6,30.0
11538,11538,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,13,30.0
11539,11539,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,12,30.0
11540,11540,11,27.52,54.909000000000006,13.797,6.14558,0.050399,0.622509,3.95661,134.124,25.4419,4,30.0
11541,11541,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,2,30.0
11542,11542,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,11,30.0
11543,11543,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,1,30.0
11544,11544,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,6,30.0
11545,11545,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,13,30.0
11546,11546,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,12,30.0
11547,11547,11,27.52,54.909000000000006,13.797,5.98849,0.03468,0.566438,3.45613,79.1939,10.9538,4,30.0
11548,11548,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,2,30.0
11549,11549,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,11,30.0
11550,11550,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,1,30.0
11551,11551,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,6,30.0
11552,11552,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,13,30.0
11553,11553,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,12,30.0
11554,11554,11,27.52,54.909000000000006,13.797,5.9724,0.076503,1.11162,9.21356,85.6781,7.68617,4,30.0
11555,11555,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,2,30.0
11556,11556,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,11,30.0
11557,11557,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,1,30.0
11558,11558,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,6,30.0
11559,11559,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,13,30.0
11560,11560,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,12,30.0
11561,11561,11,27.52,54.909000000000006,13.797,6.93541,0.038313,0.715363,6.87209,88.4749,13.8893,4,30.0
11562,11562,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,2,30.0
11563,11563,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,11,30.0
11564,11564,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,1,30.0
11565,11565,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,6,30.0
11566,11566,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,13,30.0
11567,11567,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,12,30.0
11568,11568,11,27.52,54.909000000000006,13.797,5.60066,0.064309,0.40755,3.21764,48.4658,9.66036,4,30.0
11569,11569,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,2,30.0
11570,11570,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,11,30.0
11571,11571,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,1,30.0
11572,11572,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,6,30.0
11573,11573,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,13,30.0
11574,11574,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,12,30.0
11575,11575,11,27.52,54.909000000000006,13.797,5.53622,0.060509,0.42529,4.47725,36.338,9.6363,4,30.0
11576,11576,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,2,30.0
11577,11577,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,11,30.0
11578,11578,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,1,30.0
11579,11579,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,6,30.0
11580,11580,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,13,30.0
11581,11581,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,12,30.0
11582,11582,11,27.52,54.909000000000006,13.797,6.39243,0.061372,0.748452,4.47191,180.562,24.506,4,30.0
11583,11583,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,2,30.0
11584,11584,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,11,30.0
11585,11585,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,1,30.0
11586,11586,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,6,30.0
11587,11587,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,13,30.0
11588,11588,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,12,30.0
11589,11589,11,27.52,54.909000000000006,13.797,5.72443,0.04663,0.663294,4.4961,95.0249,11.2583,4,30.0
11590,11590,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,2,30.0
11591,11591,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,11,30.0
11592,11592,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,1,30.0
11593,11593,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,6,30.0
11594,11594,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,13,30.0
11595,11595,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,12,30.0
11596,11596,11,27.52,54.909000000000006,13.797,6.32677,0.072028,0.852804,4.98852,138.213,21.8591,4,30.0
11597,11597,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,2,30.0
11598,11598,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,11,30.0
11599,11599,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,1,30.0
11600,11600,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,6,30.0
11601,11601,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,13,30.0
11602,11602,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,12,30.0
11603,11603,11,27.52,54.909000000000006,13.797,6.12148,0.055294,0.628005,5.23703,118.679,10.4468,4,30.0
11604,11604,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,2,30.0
11605,11605,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,11,30.0
11606,11606,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,1,30.0
11607,11607,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,6,30.0
11608,11608,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,13,30.0
11609,11609,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,12,30.0
11610,11610,11,27.52,54.909000000000006,13.797,5.87465,0.056196,0.367369,3.9008,48.5276,9.84013,4,30.0
11611,11611,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,2,30.0
11612,11612,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,11,30.0
11613,11613,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,1,30.0
11614,11614,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,6,30.0
11615,11615,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,13,30.0
11616,11616,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,12,30.0
11617,11617,11,27.52,54.909000000000006,13.797,6.17537,0.028999,0.664493,4.61529,82.5266,12.4386,4,30.0
11618,11618,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,2,30.0
11619,11619,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,11,30.0
11620,11620,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,1,30.0
11621,11621,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,6,30.0
11622,11622,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,13,30.0
11623,11623,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,12,30.0
11624,11624,11,27.52,54.909000000000006,13.797,6.19318,0.034694,0.557402,2.42007,108.522,10.4786,4,30.0
11625,11625,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,2,30.0
11626,11626,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,11,30.0
11627,11627,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,1,30.0
11628,11628,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,6,30.0
11629,11629,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,13,30.0
11630,11630,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,12,30.0
11631,11631,11,27.52,54.909000000000006,13.797,6.29408,0.033274,0.611917,2.15325,51.5594,13.4858,4,30.0
11632,11632,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,2,30.0
11633,11633,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,11,30.0
11634,11634,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,1,30.0
11635,11635,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,6,30.0
11636,11636,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,13,30.0
11637,11637,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,12,30.0
11638,11638,11,27.52,54.909000000000006,13.797,6.0092,0.030675,0.510547,2.9358,72.4653,18.5836,4,30.0
11639,11639,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,2,30.0
11640,11640,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,11,30.0
11641,11641,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,1,30.0
11642,11642,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,6,30.0
11643,11643,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,13,30.0
11644,11644,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,12,30.0
11645,11645,11,27.52,54.909000000000006,13.797,5.94683,0.046658,0.650676,6.428,56.4982,14.1105,4,30.0
11646,11646,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,2,30.0
11647,11647,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,11,30.0
11648,11648,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,1,30.0
11649,11649,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,6,30.0
11650,11650,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,13,30.0
11651,11651,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,12,30.0
11652,11652,11,27.52,54.909000000000006,13.797,5.84938,0.025368,0.484552,1.88863,71.2673,15.1788,4,30.0
11653,11653,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,2,30.0
11654,11654,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,11,30.0
11655,11655,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,1,30.0
11656,11656,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,6,30.0
11657,11657,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,13,30.0
11658,11658,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,12,30.0
11659,11659,11,27.52,54.909000000000006,13.797,6.1549,0.044995,0.648547,2.28846,84.8908,21.8901,4,30.0
11660,11660,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,2,30.0
11661,11661,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,11,30.0
11662,11662,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,1,30.0
11663,11663,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,6,30.0
11664,11664,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,13,30.0
11665,11665,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,12,30.0
11666,11666,11,27.52,54.909000000000006,13.797,5.70676,0.092409,1.05496,5.06505,128.636,9.00178,4,30.0
11667,11667,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,2,30.0
11668,11668,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,11,30.0
11669,11669,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,1,30.0
11670,11670,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,6,30.0
11671,11671,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,13,30.0
11672,11672,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,12,30.0
11673,11673,11,27.52,54.909000000000006,13.797,6.05918,0.079278,1.25216,4.70286,82.4037,10.8346,4,30.0
11674,11674,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,2,30.0
11675,11675,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,11,30.0
11676,11676,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,1,30.0
11677,11677,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,6,30.0
11678,11678,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,13,30.0
11679,11679,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,12,30.0
11680,11680,11,27.52,54.909000000000006,13.797,6.00054,0.041827,0.637627,3.71254,41.7742,19.2011,4,30.0
11681,11681,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,2,30.0
11682,11682,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,11,30.0
11683,11683,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,1,30.0
11684,11684,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,6,30.0
11685,11685,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,13,30.0
11686,11686,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,12,30.0
11687,11687,11,27.52,54.909000000000006,13.797,6.07812,0.044773,0.67396,6.2128,58.7429,7.13903,4,30.0
11688,11688,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,2,30.0
11689,11689,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,11,30.0
11690,11690,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,1,30.0
11691,11691,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,6,30.0
11692,11692,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,13,30.0
11693,11693,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,12,30.0
11694,11694,11,27.52,54.909000000000006,13.797,6.03234,0.028182,0.443941,5.4188,72.6745,7.85134,4,30.0
11695,11695,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,2,30.0
11696,11696,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,11,30.0
11697,11697,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,1,30.0
11698,11698,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,6,30.0
11699,11699,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,13,30.0
11700,11700,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,12,30.0
11701,11701,11,27.52,54.909000000000006,13.797,6.47876,0.054369,0.727167,3.60599,128.763,8.84631,4,30.0
11702,11702,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,2,30.0
11703,11703,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,11,30.0
11704,11704,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,1,30.0
11705,11705,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,6,30.0
11706,11706,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,13,30.0
11707,11707,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,12,30.0
11708,11708,11,27.52,54.909000000000006,13.797,6.39516,0.115553,1.0647,5.25702,124.069,32.8176,4,30.0
11709,11709,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,2,30.0
11710,11710,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,11,30.0
11711,11711,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,1,30.0
11712,11712,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,6,30.0
11713,11713,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,13,30.0
11714,11714,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,12,30.0
11715,11715,11,27.52,54.909000000000006,13.797,5.85574,0.053047,0.415114,8.40943,40.5966,10.5054,4,30.0
11716,11716,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,2,30.0
11717,11717,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,11,30.0
11718,11718,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,1,30.0
11719,11719,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,6,30.0
11720,11720,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,13,30.0
11721,11721,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,12,30.0
11722,11722,11,27.52,54.909000000000006,13.797,6.36814,0.097194,1.18137,11.7505,100.08,12.5941,4,30.0
11723,11723,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,2,30.0
11724,11724,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,11,30.0
11725,11725,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,1,30.0
11726,11726,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,6,30.0
11727,11727,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,13,30.0
11728,11728,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,12,30.0
11729,11729,11,27.52,54.909000000000006,13.797,6.11696,0.058771,0.542833,2.3014,84.7054,11.8475,4,30.0
11730,11730,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,2,30.0
11731,11731,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,11,30.0
11732,11732,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,1,30.0
11733,11733,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,6,30.0
11734,11734,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,13,30.0
11735,11735,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,12,30.0
11736,11736,11,27.52,54.909000000000006,13.797,6.53617,0.070393,0.499877,4.06598,97.0518,17.14,4,30.0
11737,11737,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,2,30.0
11738,11738,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,11,30.0
11739,11739,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,1,30.0
11740,11740,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,6,30.0
11741,11741,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,13,30.0
11742,11742,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,12,30.0
11743,11743,11,27.52,54.909000000000006,13.797,6.48146,0.035729,0.603899,3.06627,76.3643,10.3355,4,30.0
11744,11744,11,27.52,54.909000000000006,13.797,5.79539,0.061919,0.547042,3.24392,23.4711,7.81148,2,30.0
11745,11745,11,27.52,54.909000000000006,13.797,5.79539,0.061919,0.547042,3.24392,23.4711,7.81148,11,30.0
11746,11746,11,27.52,54.909000000000006,13.797,5.79539,0.061919,0.547042,3.24392,23.4711,7.81148,1,30.0
11747,11747,11,27.52,54.909000000000006,13.797,5.79539,0.061919,0.547042,3.24392,23.4711,7.81148,6,30.0
11748,11748,11,27.52,54.909000000000006,13.797,5.79539,0.061919,0.547042,3.24392,23.4711,7.81148,13,30.0
