,index,state,rainfall,temperature,mean_humidity,mean_rainfall,Farm,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe,VEGETATION,MAJOR_CROP,slope,avg_depth,avg_soil_ph
16785,16785,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33799,0.027716,0.357597,2.45537,193.603,71.8474,49.1647,13.1224,0.638826,0.453347,0.0,0.0,0,4,13.0,10.0,5.8
16786,16786,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,2,13.0,10.0,5.8
16787,16787,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,11,13.0,10.0,5.8
16788,16788,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,1,13.0,10.0,5.8
16789,16789,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,6,13.0,10.0,5.8
16790,16790,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,13,13.0,10.0,5.8
16791,16791,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,12,13.0,10.0,5.8
16792,16792,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86379,0.034017,0.346396,5.99821,170.735,81.5556,58.1037,15.0045,1.07274,0.82596,0.0,0.0,0,4,13.0,10.0,5.8
16793,16793,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,2,13.0,10.0,5.8
16794,16794,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,11,13.0,10.0,5.8
16795,16795,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,1,13.0,10.0,5.8
16796,16796,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,6,13.0,10.0,5.8
16797,16797,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,13,13.0,10.0,5.8
16798,16798,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,12,13.0,10.0,5.8
16799,16799,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.86163,0.051296,0.62765,6.21857,402.554,172.946,121.557,15.323,1.3458,0.586734,0.0,0.0,0,4,13.0,10.0,5.8
16800,16800,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,2,13.0,10.0,5.8
16801,16801,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,11,13.0,10.0,5.8
16802,16802,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,1,13.0,10.0,5.8
16803,16803,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,6,13.0,10.0,5.8
16804,16804,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,13,13.0,10.0,5.8
16805,16805,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,12,13.0,10.0,5.8
16806,16806,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.70206,0.075234,1.23818,9.48786,284.952,347.944,101.907,22.09,1.44682,1.35395,0.0,0.0,0,4,13.0,10.0,5.8
16807,16807,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,2,13.0,10.0,5.8
16808,16808,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,11,13.0,10.0,5.8
16809,16809,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,1,13.0,10.0,5.8
16810,16810,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,6,13.0,10.0,5.8
16811,16811,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,13,13.0,10.0,5.8
16812,16812,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,12,13.0,10.0,5.8
16813,16813,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.99161,0.032209,0.642809,2.15614,169.145,75.6584,62.914,12.3274,1.09731,0.439645,0.0,0.0,0,4,13.0,10.0,5.8
16814,16814,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,2,13.0,10.0,5.8
16815,16815,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,11,13.0,10.0,5.8
16816,16816,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,1,13.0,10.0,5.8
16817,16817,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,6,13.0,10.0,5.8
16818,16818,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,13,13.0,10.0,5.8
16819,16819,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,12,13.0,10.0,5.8
16820,16820,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.66528,0.065169,0.841972,7.72081,177.73,78.9796,82.4378,9.65483,1.13929,0.340262,0.0,0.0,0,4,13.0,10.0,5.8
16821,16821,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,2,13.0,10.0,5.8
16822,16822,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,11,13.0,10.0,5.8
16823,16823,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,1,13.0,10.0,5.8
16824,16824,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,6,13.0,10.0,5.8
16825,16825,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,13,13.0,10.0,5.8
16826,16826,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,12,13.0,10.0,5.8
16827,16827,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.03622,0.039209,0.414334,2.63933,252.486,66.8516,62.6129,16.206,0.868203,0.495404,0.0,0.0,0,4,13.0,10.0,5.8
16828,16828,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,2,13.0,10.0,5.8
16829,16829,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,11,13.0,10.0,5.8
16830,16830,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,1,13.0,10.0,5.8
16831,16831,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,6,13.0,10.0,5.8
16832,16832,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,13,13.0,10.0,5.8
16833,16833,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,12,13.0,10.0,5.8
16834,16834,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97504,0.050898,0.587515,6.34334,194.721,157.567,122.28,15.9925,1.16643,0.721727,0.0,0.0,0,4,13.0,10.0,5.8
16835,16835,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,2,13.0,10.0,5.8
16836,16836,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,11,13.0,10.0,5.8
16837,16837,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,1,13.0,10.0,5.8
16838,16838,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,6,13.0,10.0,5.8
16839,16839,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,13,13.0,10.0,5.8
16840,16840,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,12,13.0,10.0,5.8
16841,16841,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.85897,0.070821,0.906236,3.15022,328.108,164.993,55.2301,12.9981,1.47418,1.43499,0.0,0.0,0,4,13.0,10.0,5.8
16842,16842,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,2,13.0,10.0,5.8
16843,16843,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,11,13.0,10.0,5.8
16844,16844,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,1,13.0,10.0,5.8
16845,16845,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,6,13.0,10.0,5.8
16846,16846,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,13,13.0,10.0,5.8
16847,16847,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,12,13.0,10.0,5.8
16848,16848,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.24357,0.050349,0.6563,4.65312,433.632,122.921,111.152,17.1907,1.04178,0.996095,0.0,0.0,0,4,13.0,10.0,5.8
16849,16849,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,2,13.0,10.0,5.8
16850,16850,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,11,13.0,10.0,5.8
16851,16851,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,1,13.0,10.0,5.8
16852,16852,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,6,13.0,10.0,5.8
16853,16853,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,13,13.0,10.0,5.8
16854,16854,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,12,13.0,10.0,5.8
16855,16855,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.87058,0.054973,0.798012,4.01343,312.151,186.426,137.295,12.4505,0.674175,1.27726,0.0,0.0,0,4,13.0,10.0,5.8
16856,16856,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,2,13.0,10.0,5.8
16857,16857,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,11,13.0,10.0,5.8
16858,16858,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,1,13.0,10.0,5.8
16859,16859,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,6,13.0,10.0,5.8
16860,16860,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,13,13.0,10.0,5.8
16861,16861,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,12,13.0,10.0,5.8
16862,16862,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.14693,0.077638,0.850534,2.58126,314.318,246.901,120.312,15.0347,0.791753,1.02862,0.0,0.0,0,4,13.0,10.0,5.8
16863,16863,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,2,13.0,10.0,5.8
16864,16864,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,11,13.0,10.0,5.8
16865,16865,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,1,13.0,10.0,5.8
16866,16866,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,6,13.0,10.0,5.8
16867,16867,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,13,13.0,10.0,5.8
16868,16868,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,12,13.0,10.0,5.8
16869,16869,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.08767,0.072417,0.877653,8.31082,306.465,126.997,63.0379,14.84,1.04835,1.62329,0.0,0.0,0,4,13.0,10.0,5.8
16870,16870,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,2,13.0,10.0,5.8
16871,16871,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,11,13.0,10.0,5.8
16872,16872,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,1,13.0,10.0,5.8
16873,16873,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,6,13.0,10.0,5.8
16874,16874,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,13,13.0,10.0,5.8
16875,16875,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,12,13.0,10.0,5.8
16876,16876,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.06669,0.042147,0.585063,5.51969,254.393,112.122,52.6808,11.3249,0.787865,0.934966,0.0,0.0,0,4,13.0,10.0,5.8
16877,16877,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,2,13.0,10.0,5.8
16878,16878,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,11,13.0,10.0,5.8
16879,16879,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,1,13.0,10.0,5.8
16880,16880,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,6,13.0,10.0,5.8
16881,16881,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,13,13.0,10.0,5.8
16882,16882,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,12,13.0,10.0,5.8
16883,16883,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.33637,0.035499,0.479185,3.05046,279.755,83.2227,86.5781,17.0037,0.991165,0.330818,0.0,0.0,0,4,13.0,10.0,5.8
16884,16884,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.67669,0.0616,1.14534,3.64262,127.91,69.354,62.0015,11.8812,1.08773,0.418512,53.102,145.468,17,11,2.0,30.0,6.2
16885,16885,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.67669,0.0616,1.14534,3.64262,127.91,69.354,62.0015,11.8812,1.08773,0.418512,53.102,145.468,17,13,2.0,30.0,6.2
16886,16886,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.67669,0.0616,1.14534,3.64262,127.91,69.354,62.0015,11.8812,1.08773,0.418512,53.102,145.468,17,2,2.0,30.0,6.2
16887,16887,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.67669,0.0616,1.14534,3.64262,127.91,69.354,62.0015,11.8812,1.08773,0.418512,53.102,145.468,17,1,2.0,30.0,6.2
16888,16888,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.67669,0.0616,1.14534,3.64262,127.91,69.354,62.0015,11.8812,1.08773,0.418512,53.102,145.468,17,14,2.0,30.0,6.2
16889,16889,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.67669,0.0616,1.14534,3.64262,127.91,69.354,62.0015,11.8812,1.08773,0.418512,53.102,145.468,17,9,2.0,30.0,6.2
16890,16890,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.31145,0.025471,0.421672,1.99484,257.546,46.3842,64.6045,12.5493,0.739276,0.356999,73.3869,67.6529,17,11,2.0,10.0,6.2
16891,16891,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.31145,0.025471,0.421672,1.99484,257.546,46.3842,64.6045,12.5493,0.739276,0.356999,73.3869,67.6529,17,13,2.0,10.0,6.2
16892,16892,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.31145,0.025471,0.421672,1.99484,257.546,46.3842,64.6045,12.5493,0.739276,0.356999,73.3869,67.6529,17,2,2.0,10.0,6.2
16893,16893,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.31145,0.025471,0.421672,1.99484,257.546,46.3842,64.6045,12.5493,0.739276,0.356999,73.3869,67.6529,17,1,2.0,10.0,6.2
16894,16894,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.31145,0.025471,0.421672,1.99484,257.546,46.3842,64.6045,12.5493,0.739276,0.356999,73.3869,67.6529,17,14,2.0,10.0,6.2
16895,16895,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.31145,0.025471,0.421672,1.99484,257.546,46.3842,64.6045,12.5493,0.739276,0.356999,73.3869,67.6529,17,9,2.0,10.0,6.2
16896,16896,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97477,0.022301,0.296402,3.37819,164.584,38.95,38.2448,8.69401,1.15385,0.104307,52.5983,59.4838,17,11,2.0,10.0,6.2
16897,16897,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97477,0.022301,0.296402,3.37819,164.584,38.95,38.2448,8.69401,1.15385,0.104307,52.5983,59.4838,17,13,2.0,10.0,6.2
16898,16898,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97477,0.022301,0.296402,3.37819,164.584,38.95,38.2448,8.69401,1.15385,0.104307,52.5983,59.4838,17,2,2.0,10.0,6.2
16899,16899,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97477,0.022301,0.296402,3.37819,164.584,38.95,38.2448,8.69401,1.15385,0.104307,52.5983,59.4838,17,1,2.0,10.0,6.2
16900,16900,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97477,0.022301,0.296402,3.37819,164.584,38.95,38.2448,8.69401,1.15385,0.104307,52.5983,59.4838,17,14,2.0,10.0,6.2
16901,16901,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.97477,0.022301,0.296402,3.37819,164.584,38.95,38.2448,8.69401,1.15385,0.104307,52.5983,59.4838,17,9,2.0,10.0,6.2
16902,16902,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.8181,0.015119,0.281806,3.25347,135.09,29.9552,30.0972,8.7095,0.902937,0.268165,70.4531,67.3538,17,11,2.0,10.0,6.2
16903,16903,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.8181,0.015119,0.281806,3.25347,135.09,29.9552,30.0972,8.7095,0.902937,0.268165,70.4531,67.3538,17,13,2.0,10.0,6.2
16904,16904,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.8181,0.015119,0.281806,3.25347,135.09,29.9552,30.0972,8.7095,0.902937,0.268165,70.4531,67.3538,17,2,2.0,10.0,6.2
16905,16905,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.8181,0.015119,0.281806,3.25347,135.09,29.9552,30.0972,8.7095,0.902937,0.268165,70.4531,67.3538,17,1,2.0,10.0,6.2
16906,16906,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.8181,0.015119,0.281806,3.25347,135.09,29.9552,30.0972,8.7095,0.902937,0.268165,70.4531,67.3538,17,14,2.0,10.0,6.2
16907,16907,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,5.8181,0.015119,0.281806,3.25347,135.09,29.9552,30.0972,8.7095,0.902937,0.268165,70.4531,67.3538,17,9,2.0,10.0,6.2
16908,16908,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.25549,0.032898,0.501876,4.7776,230.388,52.2964,49.0736,10.4841,1.00922,0.285619,129.606,77.086,17,11,2.0,10.0,6.2
16909,16909,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.25549,0.032898,0.501876,4.7776,230.388,52.2964,49.0736,10.4841,1.00922,0.285619,129.606,77.086,17,13,2.0,10.0,6.2
16910,16910,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.25549,0.032898,0.501876,4.7776,230.388,52.2964,49.0736,10.4841,1.00922,0.285619,129.606,77.086,17,2,2.0,10.0,6.2
16911,16911,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.25549,0.032898,0.501876,4.7776,230.388,52.2964,49.0736,10.4841,1.00922,0.285619,129.606,77.086,17,1,2.0,10.0,6.2
16912,16912,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.25549,0.032898,0.501876,4.7776,230.388,52.2964,49.0736,10.4841,1.00922,0.285619,129.606,77.086,17,14,2.0,10.0,6.2
16913,16913,12,1208.6,28.059999999999995,42.321,13.285999999999998,220,6.25549,0.032898,0.501876,4.7776,230.388,52.2964,49.0736,10.4841,1.00922,0.285619,129.606,77.086,17,9,2.0,10.0,6.2
